date,country,yield,yield_de,spread,spread_change_1m,spread_vol_3m
2024-05-01,IT,3.844,2.518,1.326,-0.08399999999999963,0.12894313992350703
2024-06-01,IT,3.942,2.484,1.4580000000000002,0.13200000000000012,0.11032225523438051
2024-07-01,IT,3.83,2.458,1.3719999999999999,-0.0860000000000003,0.12528899925106424
2024-08-01,IT,3.682,2.208,1.4739999999999998,0.10199999999999987,0.11815808619528845
2024-09-01,IT,3.565,2.166,1.399,-0.07499999999999973,0.10550987315570594
2024-10-01,IT,3.501,2.228,1.2729999999999997,-0.12600000000000033,0.1196620240510741
2024-11-01,IT,3.569,2.305,1.2639999999999998,-0.008999999999999897,0.05866003750424863
2024-12-01,IT,3.321,2.178,1.1430000000000002,-0.12099999999999955,0.06615386106141628
2025-01-01,IT,3.676,2.484,1.1920000000000002,0.04899999999999993,0.08641759080187197
2025-02-01,IT,3.575,2.405,1.1700000000000004,-0.021999999999999797,0.0853834488254786
2025-03-01,IT,3.887,2.741,1.146,-0.024000000000000465,0.04158124577258164
2025-04-01,IT,3.712,2.511,1.201,0.05500000000000016,0.04504442251821917
2025-05-01,IT,3.629,2.562,1.0670000000000002,-0.1339999999999999,0.0949227756301572
2025-06-01,IT,3.501,2.52,0.9809999999999999,-0.0860000000000003,0.09823950325607235
2025-07-01,IT,3.537,2.631,0.9060000000000001,-0.07499999999999973,0.03137408697210426
2025-08-01,IT,3.538,2.674,0.8639999999999999,-0.04200000000000026,0.022898325994123718
2025-09-01,IT,3.559,2.693,0.8660000000000001,0.002000000000000224,0.03863073042712455
2025-10-01,IT,3.442,2.617,0.8250000000000002,-0.040999999999999925,0.025119713374157818
2025-11-01,IT,3.459,2.657,0.802,-0.02300000000000013,0.02159475244899027
2025-12-01,IT,3.552,2.813,0.7389999999999999,-0.06300000000000017,0.02003330560175148
2026-01-01,IT,3.492,2.807,0.685,-0.053999999999999826,0.020984120980712163
2026-02-01,IT,3.388,2.744,0.6439999999999997,-0.04100000000000037,0.011060440015350335
2019-01-01,PT,1.665,0.13,1.5350000000000001,,
2019-02-01,PT,1.547,0.06,1.4869999999999999,-0.048000000000000265,
2019-03-01,PT,1.317,0.01,1.307,-0.17999999999999994,0.09333809511662404
2019-04-01,PT,1.18,-0.04,1.22,-0.08699999999999997,0.06781592733274376
2019-05-01,PT,1.022,-0.13,1.1520000000000001,-0.06799999999999984,0.05993607705992558
2019-06-01,PT,0.586,-0.31,0.8959999999999999,-0.2560000000000002,0.10349396117648624
2019-07-01,PT,0.443,-0.39,0.833,-0.06299999999999994,0.11001363551851218
2019-08-01,PT,0.173,-0.65,0.823,-0.010000000000000009,0.12946943011125586
2019-09-01,PT,0.204,-0.59,0.7939999999999999,-0.029000000000000026,0.026851443164195063
2019-10-01,PT,0.187,-0.47,0.657,-0.1369999999999999,0.06850060826980535
2019-11-01,PT,0.349,-0.35,0.699,0.041999999999999926,0.09013508380943192
2019-12-01,PT,0.407,-0.3,0.707,0.008000000000000007,0.09506313691436855
2020-01-01,PT,0.37,-0.31,0.6799999999999999,-0.027000000000000024,0.034501207708329956
2020-02-01,PT,0.247,-0.47,0.717,0.03700000000000003,0.032046840717924074
2020-03-01,PT,0.706,-0.54,1.246,0.529,0.3042192192043976
2020-04-01,PT,0.968,-0.45,1.418,0.17199999999999993,0.2542105426609998
2020-05-01,PT,0.808,-0.516,1.324,-0.09399999999999986,0.31260571545212235
2020-06-01,PT,0.527,-0.434,0.9610000000000001,-0.363,0.26750140186548554
2020-07-01,PT,0.4,-0.523,0.923,-0.038000000000000034,0.17374406464682474
2020-08-01,PT,0.355,-0.522,0.877,-0.04600000000000004,0.18537259775921575
2020-09-01,PT,0.319,-0.524,0.843,-0.03400000000000003,0.006110100926609117
2020-10-01,PT,0.177,-0.607,0.784,-0.05899999999999994,0.012503332889007946
2020-11-01,PT,0.072,-0.614,0.6859999999999999,-0.09800000000000009,0.032254198693090326
2020-12-01,PT,0.027,-0.618,0.645,-0.040999999999999925,0.029137604568667253
2021-01-01,PT,0.027,-0.583,0.61,-0.03500000000000003,0.03477067730142769
2021-02-01,PT,0.162,-0.446,0.608,-0.0020000000000000018,0.021000000000000414
2021-03-01,PT,0.232,-0.364,0.596,-0.01200000000000001,0.016921386861996658
2021-04-01,PT,0.349,-0.325,0.6739999999999999,0.07799999999999996,0.049328828623162686
2021-05-01,PT,0.53,-0.223,0.753,0.07900000000000007,0.05225259164226557
2021-06-01,PT,0.43,-0.288,0.718,-0.03500000000000003,0.06553116307020167
2021-07-01,PT,0.274,-0.45,0.724,0.006000000000000005,0.05774368652357903
2021-08-01,PT,0.143,-0.539,0.682,-0.041999999999999926,0.02592939130279289
2021-09-01,PT,0.258,-0.363,0.621,-0.061000000000000054,0.03453018003621401
2021-10-01,PT,0.393,-0.206,0.599,-0.02200000000000002,0.019502136635080564
2021-11-01,PT,0.389,-0.312,0.7010000000000001,0.10200000000000009,0.08511364951248049
2021-12-01,PT,0.355,-0.383,0.738,0.03699999999999992,0.0620241888298431
2022-01-01,PT,0.581,-0.115,0.696,-0.04200000000000004,0.07211333672305954
2022-02-01,PT,1.059,0.15,0.9089999999999999,0.21299999999999997,0.1305386277441791
2022-03-01,PT,1.155,0.282,0.873,-0.03599999999999992,0.1455231940276189
2022-04-01,PT,1.761,0.745,1.016,0.14300000000000002,0.12841469282497758
2022-05-01,PT,2.137,0.953,1.1840000000000002,0.16800000000000015,0.11126694627486351
2022-06-01,PT,2.65,1.446,1.204,0.019999999999999796,0.07922331306713568
2022-07-01,PT,2.26,1.082,1.1779999999999997,-0.026000000000000245,0.10137060717979382
2022-08-01,PT,2.158,1.033,1.125,-0.052999999999999714,0.03690979996333401
2022-09-01,PT,2.892,1.796,1.0959999999999999,-0.029000000000000137,0.014798648586948878
2022-10-01,PT,3.264,2.186,1.0779999999999998,-0.018000000000000016,0.017897858344878573
2022-11-01,PT,3.021,2.066,0.9550000000000001,-0.12299999999999978,0.05770904030854545
2022-12-01,PT,3.103,2.085,1.0180000000000002,0.06300000000000017,0.09325770745627411
2023-01-01,PT,3.132,2.192,0.94,-0.07800000000000029,0.09704122835166515
2023-02-01,PT,3.274,2.37,0.9039999999999999,-0.03600000000000003,0.07239475119095336
2023-03-01,PT,3.27,2.383,0.887,-0.016999999999999904,0.031214312956292248
2023-04-01,PT,3.203,2.359,0.8439999999999999,-0.04300000000000015,0.013453624047074187
2023-05-01,PT,3.158,2.341,0.8169999999999997,-0.027000000000000135,0.013114877048604494
2023-06-01,PT,3.093,2.377,0.7160000000000002,-0.10099999999999953,0.03893584466786331
2023-07-01,PT,3.231,2.457,0.774,0.05799999999999983,0.07956339191696954
2023-08-01,PT,3.305,2.545,0.7600000000000002,-0.01399999999999979,0.07961783719745193
2023-09-01,PT,3.446,2.66,0.786,0.0259999999999998,0.03607399802258317
2023-10-01,PT,3.586,2.823,0.7629999999999999,-0.02300000000000013,0.02608320021265297
2023-11-01,PT,3.301,2.602,0.6990000000000003,-0.06399999999999961,0.04505922029211466
2023-12-01,PT,2.855,2.101,0.754,0.054999999999999716,0.06045108215187969
2024-01-01,PT,2.965,2.175,0.79,0.03600000000000003,0.06392964883369823
2024-02-01,PT,3.062,2.331,0.7309999999999999,-0.05900000000000016,0.06107645481962216
2024-03-01,PT,3.017,2.349,0.6679999999999997,-0.06300000000000017,0.056038677119765734
2024-04-01,PT,3.135,2.446,0.6889999999999996,0.020999999999999908,0.04738494838377843
2024-05-01,PT,3.164,2.518,0.6460000000000004,-0.04299999999999926,0.04387862045841156
2024-06-01,PT,3.187,2.484,0.7029999999999998,0.056999999999999496,0.05064911976859305
2024-07-01,PT,3.099,2.458,0.641,-0.06199999999999983,0.06392964883369802
2024-08-01,PT,2.875,2.208,0.6669999999999998,0.0259999999999998,0.06173329733620239
2024-09-01,PT,2.778,2.166,0.6120000000000001,-0.054999999999999716,0.04891148467725468
2024-10-01,PT,2.732,2.228,0.504,-0.1080000000000001,0.0674858009757114
2024-11-01,PT,2.789,2.305,0.484,-0.020000000000000018,0.04430575583375158
2024-12-01,PT,2.684,2.178,0.5060000000000002,0.02200000000000024,0.06634254542398386
2025-01-01,PT,2.959,2.484,0.4750000000000001,-0.03100000000000014,0.02797022226106464
2025-02-01,PT,2.953,2.405,0.548,0.07299999999999995,0.05200320502943404
2025-03-01,PT,3.292,2.741,0.5509999999999997,0.0029999999999996696,0.053028294334251616
2025-04-01,PT,3.114,2.511,0.6029999999999998,0.052000000000000046,0.035921210076128605
2025-05-01,PT,3.077,2.562,0.5150000000000001,-0.08799999999999963,0.07104224095564542
2025-06-01,PT,3.023,2.52,0.5030000000000001,-0.01200000000000001,0.07008566187174084
2025-07-01,PT,3.105,2.631,0.4740000000000002,-0.028999999999999915,0.039887341350358166
2025-08-01,PT,3.12,2.674,0.4460000000000002,-0.028000000000000025,0.00953939201416996
2025-09-01,PT,3.133,2.693,0.43999999999999995,-0.006000000000000227,0.013000000000000247
2025-10-01,PT,3.021,2.617,0.4039999999999999,-0.03600000000000003,0.015534906930308272
2025-11-01,PT,3.025,2.657,0.3679999999999999,-0.03600000000000003,0.01732050807568894
2025-12-01,PT,3.146,2.813,0.33299999999999974,-0.03500000000000014,0.0005773502691895622
2026-01-01,PT,3.185,2.807,0.3780000000000001,0.04500000000000037,0.04647938611183842
2026-02-01,PT,3.127,2.744,0.38299999999999956,0.004999999999999449,0.04000000000000026
